	primaryName	first	last	first.c	last.c	first.l	last.l	bigram	wv.exists
17186	Ernest Aldridge	Ernest	Aldridge	6	8.0	ernest	aldridge	ernest_aldridge	False
17187	Geoff Aldridge	Geoff	Aldridge	5	8.0	geoff	aldridge	geoff_aldridge	False
17188	James Aldridge	James	Aldridge	5	8.0	james	aldridge	james_aldridge	False
17189	Jamie Aldridge	Jamie	Aldridge	5	8.0	jamie	aldridge	jamie_aldridge	False
17190	Jane Aldridge	Jane	Aldridge	4	8.0	jane	aldridge	jane_aldridge	False
17191	Jeremy Aldridge	Jeremy	Aldridge	6	8.0	jeremy	aldridge	jeremy_aldridge	False
17192	Jess Aldridge	Jess	Aldridge	4	8.0	jess	aldridge	jess_aldridge	False
17193	Jona Aldridge	Jona	Aldridge	4	8.0	jona	aldridge	jona_aldridge	False
17194	Katie Aldridge	Katie	Aldridge	5	8.0	katie	aldridge	katie_aldridge	False
17195	Kay Aldridge	Kay	Aldridge	3	8.0	kay	aldridge	kay_aldridge	False
17196	Kevin Aldridge	Kevin	Aldridge	5	8.0	kevin	aldridge	kevin_aldridge	False
17197	Kitty Aldridge	Kitty	Aldridge	5	8.0	kitty	aldridge	kitty_aldridge	True
17198	Layla Aldridge	Layla	Aldridge	5	8.0	layla	aldridge	layla_aldridge	False
17199	Leah Aldridge	Leah	Aldridge	4	8.0	leah	aldridge	leah_aldridge	False
17200	Mark Aldridge	Mark	Aldridge	4	8.0	mark	aldridge	mark_aldridge	False
17201	Mark Aldridge	Mark	Aldridge	4	8.0	mark	aldridge	mark_aldridge	False
17202	Mark Aldridge	Mark	Aldridge	4	8.0	mark	aldridge	mark_aldridge	False
17203	Michael Aldridge	Michael	Aldridge	7	8.0	michael	aldridge	michael_aldridge	False
17204	Patricia Aldridge	Patricia	Aldridge	8	8.0	patricia	aldridge	patricia_aldridge	False
17205	Randy Lee Aldridge	Randy	Lee Aldridge	5	12.0	randy	lee aldridge	randy_lee aldridge	False
17206	Richard Aldridge	Richard	Aldridge	7	8.0	richard	aldridge	richard_aldridge	False
17207	Ron Aldridge	Ron	Aldridge	3	8.0	ron	aldridge	ron_aldridge	False
17208	Sidney Aldridge	Sidney	Aldridge	6	8.0	sidney	aldridge	sidney_aldridge	False
17209	Simon Aldridge	Simon	Aldridge	5	8.0	simon	aldridge	simon_aldridge	False
17210	Tim Aldridge	Tim	Aldridge	3	8.0	tim	aldridge	tim_aldridge	False
17211	Virginia Aldridge	Virginia	Aldridge	8	8.0	virginia	aldridge	virginia_aldridge	False
17212	William Aldridge	William	Aldridge	7	8.0	william	aldridge	william_aldridge	False
17213	William Aldridge	William	Aldridge	7	8.0	william	aldridge	william_aldridge	False
17214	Shirley Aldrige	Shirley	Aldrige	7	7.0	shirley	aldrige	shirley_aldrige	False
17215	Dorothy Aldrin	Dorothy	Aldrin	7	6.0	dorothy	aldrin	dorothy_aldrin	False
17216	Johnathan Aldrin	Johnathan	Aldrin	9	6.0	johnathan	aldrin	johnathan_aldrin	False
17217	Franca Aldrovandi	Franca	Aldrovandi	6	10.0	franca	aldrovandi	franca_aldrovandi	False
17218	Giuseppe Aldrovandi	Giuseppe	Aldrovandi	8	10.0	giuseppe	aldrovandi	giuseppe_aldrovandi	False
17219	Isabella Aldrovandi	Isabella	Aldrovandi	8	10.0	isabella	aldrovandi	isabella_aldrovandi	False
17220	Mário Audrá	Mário	Audrá	5	5.0	mário	audrá	mário_audrá	False
17221	José Aldudo	José	Aldudo	4	6.0	josé	aldudo	josé_aldudo	False
17222	Radu Aldulescu	Radu	Aldulescu	4	9.0	radu	aldulescu	radu_aldulescu	False
17223	Fakhmir Alduvakhidov	Fakhmir	Alduvakhidov	7	12.0	fakhmir	alduvakhidov	fakhmir_alduvakhidov	False
17224	George Aldwin	George	Aldwin	6	6.0	george	aldwin	george_aldwin	False
17225	Ian Aldwinckle	Ian	Aldwinckle	3	10.0	ian	aldwinckle	ian_aldwinckle	False
17226	Thomas Aldwinckle	Thomas	Aldwinckle	6	10.0	thomas	aldwinckle	thomas_aldwinckle	False
17227	Dorothy Aldworth	Dorothy	Aldworth	7	8.0	dorothy	aldworth	dorothy_aldworth	False
17228	Jack Aldworth	Jack	Aldworth	4	8.0	jack	aldworth	jack_aldworth	False
17229	Jim Aldworth	Jim	Aldworth	3	8.0	jim	aldworth	jim_aldworth	False
17230	Irene Aldwyn	Irene	Aldwyn	5	6.0	irene	aldwyn	irene_aldwyn	False
17231	Peter Aldwyn	Peter	Aldwyn	5	6.0	peter	aldwyn	peter_aldwyn	False
17232	Stepan Aldzhadzhyan	Stepan	Aldzhadzhyan	6	12.0	stepan	aldzhadzhyan	stepan_aldzhadzhyan	False
17233	Luis Aldás	Luis	Aldás	4	5.0	luis	aldás	luis_aldás	False
17234	Elisabet Aldén	Elisabet	Aldén	8	5.0	elisabet	aldén	elisabet_aldén	False
17235	Ale	Ale		3		ale			False
17236	Guy Ale	Guy	Ale	3	3.0	guy	ale	guy_ale	False
17237	Antonella Aleandri	Antonella	Aleandri	9	8.0	antonella	aleandri	antonella_aleandri	False
17238	Emalise Aleandri	Emalise	Aleandri	7	8.0	emalise	aleandri	emalise_aleandri	False
17239	Emelise Aleandri	Emelise	Aleandri	7	8.0	emelise	aleandri	emelise_aleandri	False
17240	Marcella Aleandri	Marcella	Aleandri	8	8.0	marcella	aleandri	marcella_aleandri	False
17241	Marco Aleandri	Marco	Aleandri	5	8.0	marco	aleandri	marco_aleandri	False
17242	Tullio Aleandri	Tullio	Aleandri	6	8.0	tullio	aleandri	tullio_aleandri	False
17243	Alejandra Aleano	Alejandra	Aleano	9	6.0	alejandra	aleano	alejandra_aleano	False
17244	Pasquale Aleardi	Pasquale	Aleardi	8	7.0	pasquale	aleardi	pasquale_aleardi	False
17245	David 'Milky' Alec	David	'Milky' Alec	5	12.0	david	'milky' alec	david_'milky' alec	False
17246	Charlene Aleck	Charlene	Aleck	8	5.0	charlene	aleck	charlene_aleck	False
17247	Jim Aleck	Jim	Aleck	3	5.0	jim	aleck	jim_aleck	False
17248	Jimmy Aleck	Jimmy	Aleck	5	5.0	jimmy	aleck	jimmy_aleck	False
17249	Nicholas Aleck	Nicholas	Aleck	8	5.0	nicholas	aleck	nicholas_aleck	False
17250	Denise Alecknavage	Denise	Alecknavage	6	11.0	denise	alecknavage	denise_alecknavage	False
17251	Vasile Alecsandri	Vasile	Alecsandri	6	10.0	vasile	alecsandri	vasile_alecsandri	False
17252	Iván Aledo	Iván	Aledo	4	5.0	iván	aledo	iván_aledo	False
17253	Marie Parra Aledo	Marie	Parra Aledo	5	11.0	marie	parra aledo	marie_parra aledo	False
17254	Pablo Aledo	Pablo	Aledo	5	5.0	pablo	aledo	pablo_aledo	False
17255	Polo Aledo	Polo	Aledo	4	5.0	polo	aledo	polo_aledo	False
17256	Taharqa Aleem	Taharqa	Aleem	7	5.0	taharqa	aleem	taharqa_aleem	False
17257	Tunde-Ra Aleem	Tunde-Ra	Aleem	8	5.0	tunde-ra	aleem	tunde-ra_aleem	False
17258	Emil Alegata	Emil	Alegata	4	7.0	emil	alegata	emil_alegata	False
17259	Emilio Alegeta	Emilio	Alegeta	6	7.0	emilio	alegeta	emilio_alegeta	False
17260	Abolfazi Alegheband	Abolfazi	Alegheband	8	10.0	abolfazi	alegheband	abolfazi_alegheband	False
17261	Daniel Alegi	Daniel	Alegi	6	5.0	daniel	alegi	daniel_alegi	False
17262	Matthew Alegi	Matthew	Alegi	7	5.0	matthew	alegi	matthew_alegi	False
17263	Anna Maria Alegiani	Anna	Maria Alegiani	4	14.0	anna	maria alegiani	anna_maria alegiani	False
17264	Alona Alegre	Alona	Alegre	5	6.0	alona	alegre	alona_alegre	False
17265	Irma Alegre	Irma	Alegre	4	6.0	irma	alegre	irma_alegre	False
17266	Juan Carlos Alegre	Juan	Carlos Alegre	4	13.0	juan	carlos alegre	juan_carlos alegre	False
17267	Luis Alegre	Luis	Alegre	4	6.0	luis	alegre	luis_alegre	False
17268	Manuel Alegre	Manuel	Alegre	6	6.0	manuel	alegre	manuel_alegre	False
17269	Nicanor Alegre	Nicanor	Alegre	7	6.0	nicanor	alegre	nicanor_alegre	False
17270	Paco Alegre	Paco	Alegre	4	6.0	paco	alegre	paco_alegre	False
17271	Walter Schultz Porto Alegre	Walter	Schultz Porto Alegre	6	20.0	walter	schultz porto alegre	walter_schultz porto alegre	False
17272	Oscar Alegre	Oscar	Alegre	5	6.0	oscar	alegre	oscar_alegre	False
17273	Leopoldo Alegret	Leopoldo	Alegret	8	7.0	leopoldo	alegret	leopoldo_alegret	False
17274	Alegria	Alegria		7		alegria			False
17275	Henrique Alegria	Henrique	Alegria	8	7.0	henrique	alegria	henrique_alegria	False
17276	Orlando Alegria	Orlando	Alegria	7	7.0	orlando	alegria	orlando_alegria	False
17277	Silvestre Alegrim	Silvestre	Alegrim	9	7.0	silvestre	alegrim	silvestre_alegrim	False
17278	Alegrina	Alegrina		8		alegrina			False
17279	Arturo Alegro	Arturo	Alegro	6	6.0	arturo	alegro	arturo_alegro	False
17280	Alfredo Alegría	Alfredo	Alegría	7	7.0	alfredo	alegría	alfredo_alegría	False
17281	Alonso Alegría	Alonso	Alegría	6	7.0	alonso	alegría	alonso_alegría	False
17282	Antonio Alegría	Antonio	Alegría	7	7.0	antonio	alegría	antonio_alegría	False
17283	Arturo Alegría	Arturo	Alegría	6	7.0	arturo	alegría	arturo_alegría	False
17284	Ciro Alegría	Ciro	Alegría	4	7.0	ciro	alegría	ciro_alegría	False
17285	Julio Alegría	Julio	Alegría	5	7.0	julio	alegría	julio_alegría	False
17286	Zenón Alegría	Zenón	Alegría	5	7.0	zenón	alegría	zenón_alegría	False
17287	Manolo Alegrías	Manolo	Alegrías	6	8.0	manolo	alegrías	manolo_alegrías	False
17288	Mme. Alehina	Mme.	Alehina	4	7.0	mme.	alehina	mme._alehina	False
17289	Sholom Aleichem	Sholom	Aleichem	6	8.0	sholom	aleichem	sholom_aleichem	False
17290	Isabel Aleidinger	Isabel	Aleidinger	6	10.0	isabel	aleidinger	isabel_aleidinger	False
17291	Pyotr Aleynikov	Pyotr	Aleynikov	5	9.0	pyotr	aleynikov	pyotr_aleynikov	False
17292	Arunas Aleinikovas	Arunas	Aleinikovas	6	11.0	arunas	aleinikovas	arunas_aleinikovas	False
17293	Angela Aleiss	Angela	Aleiss	6	6.0	angela	aleiss	angela_aleiss	False
17294	José Javier Aleixandre	José	Javier Aleixandre	4	17.0	josé	javier aleixandre	josé_javier aleixandre	False
17295	Vicente Aleixandre	Vicente	Aleixandre	7	10.0	vicente	aleixandre	vicente_aleixandre	False
17296	Paulo Aleixo	Paulo	Aleixo	5	6.0	paulo	aleixo	paulo_aleixo	False
17297	Sam Alejan	Sam	Alejan	3	6.0	sam	alejan	sam_alejan	False
17298	María Alejandra	María	Alejandra	5	9.0	maría	alejandra	maría_alejandra	False
17299	Mayra Alejandra	Mayra	Alejandra	5	9.0	mayra	alejandra	mayra_alejandra	False
17300	Floribel Alejandre	Floribel	Alejandre	8	9.0	floribel	alejandre	floribel_alejandre	False
17301	Luis Alejandri	Luis	Alejandri	4	9.0	luis	alejandri	luis_alejandri	False
17302	Alberto Alejandrino	Alberto	Alejandrino	7	11.0	alberto	alejandrino	alberto_alejandrino	False
17303	Major Alejandrino	Major	Alejandrino	5	11.0	major	alejandrino	major_alejandrino	False
17304	César Alejandro	César	Alejandro	5	9.0	césar	alejandro	césar_alejandro	False
17305	Edesio Alejandro	Edesio	Alejandro	6	9.0	edesio	alejandro	edesio_alejandro	False
17306	Fermín Alejandro	Fermín	Alejandro	6	9.0	fermín	alejandro	fermín_alejandro	False
17307	Freddie Alejandro	Freddie	Alejandro	7	9.0	freddie	alejandro	freddie_alejandro	False
17308	Hannah Alejandro	Hannah	Alejandro	6	9.0	hannah	alejandro	hannah_alejandro	False
17309	Jorge Alejandro	Jorge	Alejandro	5	9.0	jorge	alejandro	jorge_alejandro	False
17310	Julio Alejandro	Julio	Alejandro	5	9.0	julio	alejandro	julio_alejandro	False
17311	Julio Alejandro	Julio	Alejandro	5	9.0	julio	alejandro	julio_alejandro	False
17312	Manuel Alejandro	Manuel	Alejandro	6	9.0	manuel	alejandro	manuel_alejandro	False
17313	Miguel Alejandro	Miguel	Alejandro	6	9.0	miguel	alejandro	miguel_alejandro	False
17314	Richard Alejandro	Richard	Alejandro	7	9.0	richard	alejandro	richard_alejandro	False
17315	Óscar Alejandro	Óscar	Alejandro	5	9.0	óscar	alejandro	óscar_alejandro	False
17316	Gleb Aleynikov	Gleb	Aleynikov	4	9.0	gleb	aleynikov	gleb_aleynikov	False
17317	Igor Aleynikov	Igor	Aleynikov	4	9.0	igor	aleynikov	igor_aleynikov	False
17318	Arina Aleynikova	Arina	Aleynikova	5	10.0	arina	aleynikova	arina_aleynikova	False
17319	Javier Alejo	Javier	Alejo	6	5.0	javier	alejo	javier_alejo	False
17320	Maura Alejo	Maura	Alejo	5	5.0	maura	alejo	maura_alejo	False
17321	Ana Alejos	Ana	Alejos	3	6.0	ana	alejos	ana_alejos	False
17322	Satish Alekar	Satish	Alekar	6	6.0	satish	alekar	satish_alekar	False
17323	Boris Alekin	Boris	Alekin	5	6.0	boris	alekin	boris_alekin	False
17324	John Alekna	John	Alekna	4	6.0	john	alekna	john_alekna	False
17325	Alekper Alekperov	Alekper	Alekperov	7	9.0	alekper	alekperov	alekper_alekperov	False
17326	Alasgar Alakbarov	Alasgar	Alakbarov	7	9.0	alasgar	alakbarov	alasgar_alakbarov	False
17327	Shahmar Alakbarov	Shahmar	Alakbarov	7	9.0	shahmar	alakbarov	shahmar_alakbarov	False
17328	I. Aleksa	I.	Aleksa	2	6.0	i.	aleksa	i._aleksa	False
17329	Grant Aleksander	Grant	Aleksander	5	10.0	grant	aleksander	grant_aleksander	False
17330	Joel Aleksander	Joel	Aleksander	4	10.0	joel	aleksander	joel_aleksander	False
17331	Stefan Aleksander	Stefan	Aleksander	6	10.0	stefan	aleksander	stefan_aleksander	False
17332	Aleksandr Vaynshteyn	Aleksandr	Vaynshteyn	9	10.0	aleksandr	vaynshteyn	aleksandr_vaynshteyn	False
17333	Åge Aleksandersen	Åge	Aleksandersen	3	13.0	åge	aleksandersen	åge_aleksandersen	False
17334	Givi Aleksandria	Givi	Aleksandria	4	11.0	givi	aleksandria	givi_aleksandria	False
17335	Aleksandra Aleksandric	Aleksandra	Aleksandric	10	11.0	aleksandra	aleksandric	aleksandra_aleksandric	False
17336	Grigoriy Aleksandrov	Grigoriy	Aleksandrov	8	11.0	grigoriy	aleksandrov	grigoriy_aleksandrov	False
17337	Aleksandr Aleksandrov	Aleksandr	Aleksandrov	9	11.0	aleksandr	aleksandrov	aleksandr_aleksandrov	False
17338	Anatoliy Aleksandrov	Anatoliy	Aleksandrov	8	11.0	anatoliy	aleksandrov	anatoliy_aleksandrov	False
17339	Boris Aleksandrov	Boris	Aleksandrov	5	11.0	boris	aleksandrov	boris_aleksandrov	False
17340	Boris Aleksandrov	Boris	Aleksandrov	5	11.0	boris	aleksandrov	boris_aleksandrov	False
17341	Dmitri Alexandrov	Dmitri	Alexandrov	6	10.0	dmitri	alexandrov	dmitri_alexandrov	False
17342	Gennadi Aleksandrov	Gennadi	Aleksandrov	7	11.0	gennadi	aleksandrov	gennadi_aleksandrov	False
17343	Georgi Aleksandrov	Georgi	Aleksandrov	6	11.0	georgi	aleksandrov	georgi_aleksandrov	False
17344	Grigoriy Aleksandrov	Grigoriy	Aleksandrov	8	11.0	grigoriy	aleksandrov	grigoriy_aleksandrov	False
17345	Ivan Aleksandrov	Ivan	Aleksandrov	4	11.0	ivan	aleksandrov	ivan_aleksandrov	False
17346	K. Aleksandrov	K.	Aleksandrov	2	11.0	k.	aleksandrov	k._aleksandrov	False
17347	L. Aleksandrov	L.	Aleksandrov	2	11.0	l.	aleksandrov	l._aleksandrov	False
17348	M. Aleksandrov	M.	Aleksandrov	2	11.0	m.	aleksandrov	m._aleksandrov	False
17349	Milica Aleksandrov	Milica	Aleksandrov	6	11.0	milica	aleksandrov	milica_aleksandrov	False
17350	Nikolai Aleksandrov	Nikolai	Aleksandrov	7	11.0	nikolai	aleksandrov	nikolai_aleksandrov	False
17351	Oleg Aleksandrov	Oleg	Aleksandrov	4	11.0	oleg	aleksandrov	oleg_aleksandrov	False
17352	Pyotr Aleksandrov	Pyotr	Aleksandrov	5	11.0	pyotr	aleksandrov	pyotr_aleksandrov	False
17353	Radij Aleksandrov	Radij	Aleksandrov	5	11.0	radij	aleksandrov	radij_aleksandrov	False
17354	Rodion Aleksandrov	Rodion	Aleksandrov	6	11.0	rodion	aleksandrov	rodion_aleksandrov	False
17355	Sergei Aleksandrov	Sergei	Aleksandrov	6	11.0	sergei	aleksandrov	sergei_aleksandrov	False
17356	Stanislav Aleksandrov	Stanislav	Aleksandrov	9	11.0	stanislav	aleksandrov	stanislav_aleksandrov	False
17357	Vyacheslav Aleksandrov	Vyacheslav	Aleksandrov	10	11.0	vyacheslav	aleksandrov	vyacheslav_aleksandrov	False
17358	Vadim Aleksandrov	Vadim	Aleksandrov	5	11.0	vadim	aleksandrov	vadim_aleksandrov	False
17359	Vladimir Aleksandrov	Vladimir	Aleksandrov	8	11.0	vladimir	aleksandrov	vladimir_aleksandrov	False
17360	Yevgeni Aleksandrov	Yevgeni	Aleksandrov	7	11.0	yevgeni	aleksandrov	yevgeni_aleksandrov	False
17361	A. Aleksandrova	A.	Aleksandrova	2	12.0	a.	aleksandrova	a._aleksandrova	False
17362	Eleonora Aleksandrova	Eleonora	Aleksandrova	8	12.0	eleonora	aleksandrova	eleonora_aleksandrova	False
17363	Lidiya Aleksandrova	Lidiya	Aleksandrova	6	12.0	lidiya	aleksandrova	lidiya_aleksandrova	False
17364	Lyudmila Aleksandrova	Lyudmila	Aleksandrova	8	12.0	lyudmila	aleksandrova	lyudmila_aleksandrova	False
17365	Marina Aleksandrova	Marina	Aleksandrova	6	12.0	marina	aleksandrova	marina_aleksandrova	False
17366	Natalya Aleksandrova	Natalya	Aleksandrova	7	12.0	natalya	aleksandrova	natalya_aleksandrova	False
17367	T. Aleksandrova	T.	Aleksandrova	2	12.0	t.	aleksandrova	t._aleksandrova	False
17368	Tatyana Aleksandrova	Tatyana	Aleksandrova	7	12.0	tatyana	aleksandrova	tatyana_aleksandrova	False
17369	Yekaterina Aleksandrova	Yekaterina	Aleksandrova	10	12.0	yekaterina	aleksandrova	yekaterina_aleksandrova	False
17370	Zhanna Aleksandrova	Zhanna	Aleksandrova	6	12.0	zhanna	aleksandrova	zhanna_aleksandrova	False
17371	A. Aleksandrovich	A.	Aleksandrovich	2	14.0	a.	aleksandrovich	a._aleksandrovich	False
17372	G. Aleksandrovich	G.	Aleksandrovich	2	14.0	g.	aleksandrovich	g._aleksandrovich	False
17373	Nikolay Aleksandrovich	Nikolay	Aleksandrovich	7	14.0	nikolay	aleksandrovich	nikolay_aleksandrovich	False
17374	Sergei Aleksandrovich	Sergei	Aleksandrovich	6	14.0	sergei	aleksandrovich	sergei_aleksandrovich	False
17375	Ekaterina Zhemchuzhnaya	Ekaterina	Zhemchuzhnaya	9	13.0	ekaterina	zhemchuzhnaya	ekaterina_zhemchuzhnaya	False
17376	Lyudmila Aleksandrovskaya	Lyudmila	Aleksandrovskaya	8	16.0	lyudmila	aleksandrovskaya	lyudmila_aleksandrovskaya	False
17377	Yekaterina Aleksandrovskaya	Yekaterina	Aleksandrovskaya	10	16.0	yekaterina	aleksandrovskaya	yekaterina_aleksandrovskaya	False
17378	B. Aleksandrovsky	B.	Aleksandrovsky	2	14.0	b.	aleksandrovsky	b._aleksandrovsky	False
17379	Katarzyna Aleksandrowicz	Katarzyna	Aleksandrowicz	9	14.0	katarzyna	aleksandrowicz	katarzyna_aleksandrowicz	False
17380	A. Aleksandrushkin	A.	Aleksandrushkin	2	15.0	a.	aleksandrushkin	a._aleksandrushkin	False
17381	Vidas Aleksandruvicius	Vidas	Aleksandruvicius	5	16.0	vidas	aleksandruvicius	vidas_aleksandruvicius	False
17382	Artashes Aleksanyan	Artashes	Aleksanyan	8	10.0	artashes	aleksanyan	artashes_aleksanyan	False
17383	Asmik Aleksanyan	Asmik	Aleksanyan	5	10.0	asmik	aleksanyan	asmik_aleksanyan	False
17384	Melkon Alekyan	Melkon	Alekyan	6	7.0	melkon	alekyan	melkon_alekyan	False
17385	Tatiana Alekseenko	Tatiana	Alekseenko	7	10.0	tatiana	alekseenko	tatiana_alekseenko	False
17386	Leonid Alekseev	Leonid	Alekseev	6	8.0	leonid	alekseev	leonid_alekseev	False
17387	Aleksei Leonovich	Aleksei	Leonovich	7	9.0	aleksei	leonovich	aleksei_leonovich	False
17388	F. Alekseyenko	F.	Alekseyenko	2	11.0	f.	alekseyenko	f._alekseyenko	False
17389	Vladimir Alekseyenko	Vladimir	Alekseyenko	8	11.0	vladimir	alekseyenko	vladimir_alekseyenko	False
17390	Flora Alekseyeun	Flora	Alekseyeun	5	10.0	flora	alekseyeun	flora_alekseyeun	False
17391	A. Alekseyev	A.	Alekseyev	2	9.0	a.	alekseyev	a._alekseyev	False
17392	A. Alekseyev	A.	Alekseyev	2	9.0	a.	alekseyev	a._alekseyev	False
17393	A. Alekseyev	A.	Alekseyev	2	9.0	a.	alekseyev	a._alekseyev	False
17394	Aleksandr Alekseev	Aleksandr	Alekseev	9	8.0	aleksandr	alekseev	aleksandr_alekseev	False
17395	Aleksey Alekseev	Aleksey	Alekseev	7	8.0	aleksey	alekseev	aleksey_alekseev	False
17396	Anatoliy Alekseev	Anatoliy	Alekseev	8	8.0	anatoliy	alekseev	anatoliy_alekseev	False
17397	Andrey Alekseev	Andrey	Alekseev	6	8.0	andrey	alekseev	andrey_alekseev	False
17398	Dmitriy Alekseev	Dmitriy	Alekseev	7	8.0	dmitriy	alekseev	dmitriy_alekseev	False
17399	Gennadi Alekseyev	Gennadi	Alekseyev	7	9.0	gennadi	alekseyev	gennadi_alekseyev	False
17400	Grigori Alekseyev	Grigori	Alekseyev	7	9.0	grigori	alekseyev	grigori_alekseyev	False
17401	Igor Alekseyev	Igor	Alekseyev	4	9.0	igor	alekseyev	igor_alekseyev	False
17402	K. Alekseyev	K.	Alekseyev	2	9.0	k.	alekseyev	k._alekseyev	False
17403	Kirill Alekseyev	Kirill	Alekseyev	6	9.0	kirill	alekseyev	kirill_alekseyev	False
17404	Leonid Alekseev	Leonid	Alekseev	6	8.0	leonid	alekseev	leonid_alekseev	False
17405	Mikhail Alekseyev	Mikhail	Alekseyev	7	9.0	mikhail	alekseyev	mikhail_alekseyev	False
17406	Mikhail Alekseyev	Mikhail	Alekseyev	7	9.0	mikhail	alekseyev	mikhail_alekseyev	False
17407	N. Alekseyev	N.	Alekseyev	2	9.0	n.	alekseyev	n._alekseyev	False
17408	Nikolai Alekseyev	Nikolai	Alekseyev	7	9.0	nikolai	alekseyev	nikolai_alekseyev	False
17409	P. Alekseyev	P.	Alekseyev	2	9.0	p.	alekseyev	p._alekseyev	False
17410	Pavel Alekseyev	Pavel	Alekseyev	5	9.0	pavel	alekseyev	pavel_alekseyev	False
17411	Sergei Alekseyev	Sergei	Alekseyev	6	9.0	sergei	alekseyev	sergei_alekseyev	False
17412	Valeri Alekseyev	Valeri	Alekseyev	6	9.0	valeri	alekseyev	valeri_alekseyev	False
17413	Vladimir Alekseev	Vladimir	Alekseev	8	8.0	vladimir	alekseev	vladimir_alekseev	False
17414	Yevgeni Alekseyev	Yevgeni	Alekseyev	7	9.0	yevgeni	alekseyev	yevgeni_alekseyev	False
17415	Yuriy Alekseev	Yuriy	Alekseev	5	8.0	yuriy	alekseev	yuriy_alekseev	False
17416	Aleksandr Negreba	Aleksandr	Negreba	9	7.0	aleksandr	negreba	aleksandr_negreba	False
17417	Inna Alekseyeva	Inna	Alekseyeva	4	10.0	inna	alekseyeva	inna_alekseyeva	False
17418	Oksana Alekseeva	Oksana	Alekseeva	6	9.0	oksana	alekseeva	oksana_alekseeva	False
17419	Tatyana Alekseeva	Tatyana	Alekseeva	7	9.0	tatyana	alekseeva	tatyana_alekseeva	False
17420	V. Alekseyeva	V.	Alekseyeva	2	10.0	v.	alekseyeva	v._alekseyeva	False
17421	Valentina Alekseyeva	Valentina	Alekseyeva	9	10.0	valentina	alekseyeva	valentina_alekseyeva	False
17422	Viktoriya Alekseyeva	Viktoriya	Alekseyeva	9	10.0	viktoriya	alekseyeva	viktoriya_alekseyeva	False
17423	Elizaveta Alekseeva	Elizaveta	Alekseeva	9	9.0	elizaveta	alekseeva	elizaveta_alekseeva	False
17424	Yelena Alekseyeva	Yelena	Alekseyeva	6	10.0	yelena	alekseyeva	yelena_alekseyeva	False
17425	Evdokiya Alekseeva	Evdokiya	Alekseeva	8	9.0	evdokiya	alekseeva	evdokiya_alekseeva	False
17426	A. Alekseyevich	A.	Alekseyevich	2	12.0	a.	alekseyevich	a._alekseyevich	False
17427	Solome Aleksi-Meskhishvili	Solome	Aleksi-Meskhishvili	6	19.0	solome	aleksi-meskhishvili	solome_aleksi-meskhishvili	False
17428	Borko Aleksic	Borko	Aleksic	5	7.0	borko	aleksic	borko_aleksic	False
17429	Dragan Aleksic	Dragan	Aleksic	6	7.0	dragan	aleksic	dragan_aleksic	False
17430	Dragoljub Aleksic	Dragoljub	Aleksic	9	7.0	dragoljub	aleksic	dragoljub_aleksic	False
17431	Dusan Aleksic	Dusan	Aleksic	5	7.0	dusan	aleksic	dusan_aleksic	False
17432	Goran Aleksic	Goran	Aleksic	5	7.0	goran	aleksic	goran_aleksic	False
17433	Leposava Aleksic	Leposava	Aleksic	8	7.0	leposava	aleksic	leposava_aleksic	False
17434	Marija Aleksic	Marija	Aleksic	6	7.0	marija	aleksic	marija_aleksic	False
17435	Mija Aleksic	Mija	Aleksic	4	7.0	mija	aleksic	mija_aleksic	False
17436	Milinko Aleksic	Milinko	Aleksic	7	7.0	milinko	aleksic	milinko_aleksic	False
17437	Miroljub Aleksic	Miroljub	Aleksic	8	7.0	miroljub	aleksic	miroljub_aleksic	False
17438	Miroslav Aleksic	Miroslav	Aleksic	8	7.0	miroslav	aleksic	miroslav_aleksic	False
17439	Slobodan Aleksic	Slobodan	Aleksic	8	7.0	slobodan	aleksic	slobodan_aleksic	False
17440	Stanko Aleksic	Stanko	Aleksic	6	7.0	stanko	aleksic	stanko_aleksic	False
17441	Vladimir Aleksic	Vladimir	Aleksic	8	7.0	vladimir	aleksic	vladimir_aleksic	False
17442	Zivojin Aleksic	Zivojin	Aleksic	7	7.0	zivojin	aleksic	zivojin_aleksic	False
17443	Gogi Aleksidze	Gogi	Aleksidze	4	9.0	gogi	aleksidze	gogi_aleksidze	False
17444	Ewa Aleksiejczuk	Ewa	Aleksiejczuk	3	12.0	ewa	aleksiejczuk	ewa_aleksiejczuk	False
17445	Dimiter Aleksiev	Dimiter	Aleksiev	7	8.0	dimiter	aleksiev	dimiter_aleksiev	False
17446	Stoyan Aleksiev	Stoyan	Aleksiev	6	8.0	stoyan	aleksiev	stoyan_aleksiev	False
17447	Iskra Aleksieva	Iskra	Aleksieva	5	9.0	iskra	aleksieva	iskra_aleksieva	False
17448	Lyuba Aleksieva	Lyuba	Aleksieva	5	9.0	lyuba	aleksieva	lyuba_aleksieva	False
17449	Slavko Aleksijevic	Slavko	Aleksijevic	6	11.0	slavko	aleksijevic	slavko_aleksijevic	False
17450	Anatoli Aleksin	Anatoli	Aleksin	7	7.0	anatoli	aleksin	anatoli_aleksin	False
17451	Anatoli Aleksin	Anatoli	Aleksin	7	7.0	anatoli	aleksin	anatoli_aleksin	False
17452	Luís Aleluia	Luís	Aleluia	4	7.0	luís	aleluia	luís_aleluia	False
