	primaryName	first	last	first.c	last.c	first.l	last.l	bigram	wv.exists
17453	Paul Alelyanes	Paul	Alelyanes	4	9.0	paul	alelyanes	paul_alelyanes	False
17454	Alejandro Alem	Alejandro	Alem	9	4.0	alejandro	alem	alejandro_alem	False
17455	Behrang Alem	Behrang	Alem	7	4.0	behrang	alem	behrang_alem	False
17456	Alexia Aleman	Alexia	Aleman	6	6.0	alexia	aleman	alexia_aleman	False
17457	Anne Marie Aleman	Anne	Marie Aleman	4	12.0	anne	marie aleman	anne_marie aleman	False
17458	Aurore Aleman	Aurore	Aleman	6	6.0	aurore	aleman	aurore_aleman	False
17459	David Aleman	David	Aleman	5	6.0	david	aleman	david_aleman	False
17460	Gustavo Aleman	Gustavo	Aleman	7	6.0	gustavo	aleman	gustavo_aleman	False
17461	Jenny Aleman	Jenny	Aleman	5	6.0	jenny	aleman	jenny_aleman	False
17462	Jose Aleman	Jose	Aleman	4	6.0	jose	aleman	jose_aleman	False
17463	Justo Aleman	Justo	Aleman	5	6.0	justo	aleman	justo_aleman	False
17464	Kevin Aleman	Kevin	Aleman	5	6.0	kevin	aleman	kevin_aleman	False
17465	Oscar Aleman	Oscar	Aleman	5	6.0	oscar	aleman	oscar_aleman	False
17466	Violetta Chaar Aleman	Violetta	Chaar Aleman	8	12.0	violetta	chaar aleman	violetta_chaar aleman	False
17467	Marsha Alemanha	Marsha	Alemanha	6	8.0	marsha	alemanha	marsha_alemanha	False
17468	Michael Alemania	Michael	Alemania	7	8.0	michael	alemania	michael_alemania	False
17469	Georgia Alemanni	Georgia	Alemanni	7	8.0	georgia	alemanni	georgia_alemanni	False
17470	Alberto Alemanno	Alberto	Alemanno	7	8.0	alberto	alemanno	alberto_alemanno	False
17471	Ana Alemany	Ana	Alemany	3	7.0	ana	alemany	ana_alemany	False
17472	Daisy Alemañy	Daisy	Alemañy	5	7.0	daisy	alemañy	daisy_alemañy	False
17473	Isabel Alemany	Isabel	Alemany	6	7.0	isabel	alemany	isabel_alemany	False
17474	Jacqueline Alemany	Jacqueline	Alemany	10	7.0	jacqueline	alemany	jacqueline_alemany	False
17475	Rick Alemany	Rick	Alemany	4	7.0	rick	alemany	rick_alemany	False
17476	Hélène Alembik	Hélène	Alembik	6	7.0	hélène	alembik	hélène_alembik	False
17477	Mostafa Alemian	Mostafa	Alemian	7	7.0	mostafa	alemian	mostafa_alemian	False
17478	Cosimo Alemà	Cosimo	Alemà	6	5.0	cosimo	alemà	cosimo_alemà	False
17479	Miguel Alemán hijo	Miguel	Alemán hijo	6	11.0	miguel	alemán hijo	miguel_alemán hijo	False
17480	Miguel Alemán Velasco	Miguel	Alemán Velasco	6	14.0	miguel	alemán velasco	miguel_alemán velasco	False
17481	Alejandro Alemán	Alejandro	Alemán	9	6.0	alejandro	alemán	alejandro_alemán	False
17482	Alejandro Alemán	Alejandro	Alemán	9	6.0	alejandro	alemán	alejandro_alemán	False
17483	Anastasio Alemán	Anastasio	Alemán	9	6.0	anastasio	alemán	anastasio_alemán	False
17484	Armando Alemán	Armando	Alemán	7	6.0	armando	alemán	armando_alemán	False
17485	Carlos Alemán	Carlos	Alemán	6	6.0	carlos	alemán	carlos_alemán	False
17486	Carmen Alemán	Carmen	Alemán	6	6.0	carmen	alemán	carmen_alemán	False
17487	Eduardo Alemán	Eduardo	Alemán	7	6.0	eduardo	alemán	eduardo_alemán	False
17488	Héctor Alemán	Héctor	Alemán	6	6.0	héctor	alemán	héctor_alemán	False
17489	Katja Alemann	Katja	Alemann	5	7.0	katja	alemann	katja_alemann	False
17490	Laura Alemán	Laura	Alemán	5	6.0	laura	alemán	laura_alemán	False
17491	Lucrécia Alemán	Lucrécia	Alemán	8	6.0	lucrécia	alemán	lucrécia_alemán	False
17492	Manuel de Jesús Alemán	Manuel	de Jesús Alemán	6	15.0	manuel	de jesús alemán	manuel_de jesús alemán	False
17493	Mauricio Alemán	Mauricio	Alemán	8	6.0	mauricio	alemán	mauricio_alemán	False
17494	Selva Alemán	Selva	Alemán	5	6.0	selva	alemán	selva_alemán	False
17495	Violeta Alemán	Violeta	Alemán	7	6.0	violeta	alemán	violeta_alemán	False
17496	Óscar Alemán	Óscar	Alemán	5	6.0	óscar	alemán	óscar_alemán	False
17497	Arlene Alen	Arlene	Alen	6	4.0	arlene	alen	arlene_alen	False
17498	Brit Alen	Brit	Alen	4	4.0	brit	alen	brit_alen	False
17499	Brad Allen	Brad	Allen	4	5.0	brad	allen	brad_allen	False
17500	Mary J. Alen	Mary	J. Alen	4	7.0	mary	j. alen	mary_j. alen	False
17501	Artur Alencar	Artur	Alencar	5	7.0	artur	alencar	artur_alencar	False
17502	Cláudia Alencar	Cláudia	Alencar	7	7.0	cláudia	alencar	cláudia_alencar	False
17503	Heron Alencar	Heron	Alencar	5	7.0	heron	alencar	heron_alencar	False
17504	Leonardo Alencar	Leonardo	Alencar	8	7.0	leonardo	alencar	leonardo_alencar	False
17505	Malu Alencar	Malu	Alencar	4	7.0	malu	alencar	malu_alencar	False
17506	Martha Alencar	Martha	Alencar	6	7.0	martha	alencar	martha_alencar	False
17507	Mauro Alencar	Mauro	Alencar	5	7.0	mauro	alencar	mauro_alencar	False
17508	Milton Alencar	Milton	Alencar	6	7.0	milton	alencar	milton_alencar	False
17509	Odete Alencar	Odete	Alencar	5	7.0	odete	alencar	odete_alencar	False
17510	Patrick Alencar	Patrick	Alencar	7	7.0	patrick	alencar	patrick_alencar	False
17511	Paulo Alencar	Paulo	Alencar	5	7.0	paulo	alencar	paulo_alencar	False
17512	Samuel Alencar	Samuel	Alencar	6	7.0	samuel	alencar	samuel_alencar	False
17513	Valeria Alencar	Valeria	Alencar	7	7.0	valeria	alencar	valeria_alencar	False
17514	Alexandre Alencastro	Alexandre	Alencastro	9	10.0	alexandre	alencastro	alexandre_alencastro	False
17515	Patricia Alencastro	Patricia	Alencastro	8	10.0	patricia	alencastro	patricia_alencastro	False
17516	José Esteban Alenda	José	Esteban Alenda	4	14.0	josé	esteban alenda	josé_esteban alenda	False
17517	Charlene Alenga	Charlene	Alenga	8	6.0	charlene	alenga	charlene_alenga	False
17518	Vladimir Alenikov	Vladimir	Alenikov	8	8.0	vladimir	alenikov	vladimir_alenikov	False
17519	Inna Alenikova	Inna	Alenikova	4	9.0	inna	alenikova	inna_alenikova	False
17520	Sirkka Alenius	Sirkka	Alenius	6	7.0	sirkka	alenius	sirkka_alenius	False
17521	Anna Alennikova	Anna	Alennikova	4	10.0	anna	alennikova	anna_alennikova	False
17522	Katia Alens	Katia	Alens	5	5.0	katia	alens	katia_alens	False
17523	Edith Alento	Edith	Alento	5	6.0	edith	alento	edith_alento	False
17524	Vera Alentova	Vera	Alentova	4	8.0	vera	alentova	vera_alentova	False
17525	Aki Aleong	Aki	Aleong	3	6.0	aki	aleong	aki_aleong	False
17526	Stephen Aleong	Stephen	Aleong	7	6.0	stephen	aleong	stephen_aleong	False
17527	Vito Aleotori	Vito	Aleotori	4	8.0	vito	aleotori	vito_aleotori	False
17528	Alberto Aleotti	Alberto	Aleotti	7	7.0	alberto	aleotti	alberto_aleotti	False
17529	Kim Alepin	Kim	Alepin	3	6.0	kim	alepin	kim_alepin	False
17530	Haralambos Alepis	Haralambos	Alepis	10	6.0	haralambos	alepis	haralambos_alepis	False
17531	Maite Alepuz	Maite	Alepuz	5	6.0	maite	alepuz	maite_alepuz	False
17532	A. Aleqseev	A.	Aleqseev	2	8.0	a.	aleqseev	a._aleqseev	False
17533	Yuri Aleqsi-Meskhishvili	Yuri	Aleqsi-Meskhishvili	4	19.0	yuri	aleqsi-meskhishvili	yuri_aleqsi-meskhishvili	False
17534	Levan Aleksidze	Levan	Aleksidze	5	9.0	levan	aleksidze	levan_aleksidze	False
17535	Blagomir Alexiev	Blagomir	Alexiev	8	7.0	blagomir	alexiev	blagomir_alexiev	False
17536	André Alerme	André	Alerme	5	6.0	andré	alerme	andré_alerme	False
17537	Siv Aleros	Siv	Aleros	3	6.0	siv	aleros	siv_aleros	False
17538	Christian Alers	Christian	Alers	9	5.0	christian	alers	christian_alers	False
17539	Else Alers	Else	Alers	4	5.0	else	alers	else_alers	False
17540	Lars Alerås	Lars	Alerås	4	6.0	lars	alerås	lars_alerås	False
17541	Brian Ales	Brian	Ales	5	4.0	brian	ales	brian_ales	False
17542	Gianni Ales	Gianni	Ales	6	4.0	gianni	ales	gianni_ales	False
17543	John Ales	John	Ales	4	4.0	john	ales	john_ales	False
17544	Patrick Ales	Patrick	Ales	7	4.0	patrick	ales	patrick_ales	False
17545	Jesús Alesanco	Jesús	Alesanco	5	8.0	jesús	alesanco	jesús_alesanco	False
17546	Hardy Alesch	Hardy	Alesch	5	6.0	hardy	alesch	hardy_alesch	False
17547	Stephen Alesch	Stephen	Alesch	7	6.0	stephen	alesch	stephen_alesch	False
17548	Tom Alesch	Tom	Alesch	3	6.0	tom	alesch	tom_alesch	False
17549	John Alese	John	Alese	4	5.0	john	alese	john_alese	False
17550	Alesha	Alesha		6		alesha			False
17551	Harold Aleshire	Harold	Aleshire	6	8.0	harold	aleshire	harold_aleshire	False
17552	Yuz Aleshkovsky	Yuz	Aleshkovsky	3	11.0	yuz	aleshkovsky	yuz_aleshkovsky	False
17553	Liliya Aleshnikova	Liliya	Aleshnikova	6	11.0	liliya	aleshnikova	liliya_aleshnikova	False
17554	Filippo Alesi	Filippo	Alesi	7	5.0	filippo	alesi	filippo_alesi	False
17555	Jean Alesi	Jean	Alesi	4	5.0	jean	alesi	jean_alesi	False
17556	Natalia Alesi	Natalia	Alesi	7	5.0	natalia	alesi	natalia_alesi	False
17557	Pascal Alesi	Pascal	Alesi	6	5.0	pascal	alesi	pascal_alesi	False
17558	Dan Alesia	Dan	Alesia	3	6.0	dan	alesia	dan_alesia	False
17559	Frank Alesia	Frank	Alesia	5	6.0	frank	alesia	frank_alesia	False
17560	Juan Carlos Alesina	Juan	Carlos Alesina	4	14.0	juan	carlos alesina	juan_carlos alesina	False
17561	Suleiman Aleskerov	Suleiman	Aleskerov	8	9.0	suleiman	aleskerov	suleiman_aleskerov	False
17562	George Alesko	George	Alesko	6	6.0	george	alesko	george_alesko	False
17563	James Alesna	James	Alesna	5	6.0	james	alesna	james_alesna	False
17564	Henry Alessandroni	Henry	Alessandroni	5	12.0	henry	alessandroni	henry_alessandroni	False
17565	Flávia Alessandra	Flávia	Alessandra	6	10.0	flávia	alessandra	flávia_alessandra	False
17566	Pamela Alessandrelli	Pamela	Alessandrelli	6	13.0	pamela	alessandrelli	pamela_alessandrelli	False
17567	Claudio Alessandri	Claudio	Alessandri	7	10.0	claudio	alessandri	claudio_alessandri	False
17568	Fernando Alessandri	Fernando	Alessandri	8	10.0	fernando	alessandri	fernando_alessandri	False
17569	Franco Alessandri	Franco	Alessandri	6	10.0	franco	alessandri	franco_alessandri	False
17570	Jean-Pierre Alessandri	Jean-Pierre	Alessandri	11	10.0	jean-pierre	alessandri	jean-pierre_alessandri	False
17571	Lola Alessandri	Lola	Alessandri	4	10.0	lola	alessandri	lola_alessandri	False
17572	Lorenzo Alessandri	Lorenzo	Alessandri	7	10.0	lorenzo	alessandri	lorenzo_alessandri	False
17573	Luisa Alessandri	Luisa	Alessandri	5	10.0	luisa	alessandri	luisa_alessandri	False
17574	Roberto Alessandri	Roberto	Alessandri	7	10.0	roberto	alessandri	roberto_alessandri	False
17575	Lisa Azuelos	Lisa	Azuelos	4	7.0	lisa	azuelos	lisa_azuelos	False
17576	Patrick Alessandrin	Patrick	Alessandrin	7	11.0	patrick	alessandrin	patrick_alessandrin	False
17577	Adolfo Alessandrini	Adolfo	Alessandrini	6	12.0	adolfo	alessandrini	adolfo_alessandrini	False
17578	Fabio Alessandrini	Fabio	Alessandrini	5	12.0	fabio	alessandrini	fabio_alessandrini	False
17579	Goffredo Alessandrini	Goffredo	Alessandrini	8	12.0	goffredo	alessandrini	goffredo_alessandrini	False
17580	Jean-Pierre Alessandrini	Jean-Pierre	Alessandrini	11	12.0	jean-pierre	alessandrini	jean-pierre_alessandrini	False
17581	Livio Alessandrini	Livio	Alessandrini	5	12.0	livio	alessandrini	livio_alessandrini	False
17582	Raymond Alessandrini	Raymond	Alessandrini	7	12.0	raymond	alessandrini	raymond_alessandrini	False
17583	Rinaldo Alessandrini	Rinaldo	Alessandrini	7	12.0	rinaldo	alessandrini	rinaldo_alessandrini	False
17584	Stefano Alessandrini	Stefano	Alessandrini	7	12.0	stefano	alessandrini	stefano_alessandrini	False
17585	Toni Alessandrini	Toni	Alessandrini	4	12.0	toni	alessandrini	toni_alessandrini	False
17586	Anthony Alessandro	Anthony	Alessandro	7	10.0	anthony	alessandro	anthony_alessandro	False
17587	Bruno Alessandro	Bruno	Alessandro	5	10.0	bruno	alessandro	bruno_alessandro	False
17588	Alessandro Alessandroni	Alessandro	Alessandroni	10	12.0	alessandro	alessandroni	alessandro_alessandroni	False
17589	Alessandra Alessandroni	Alessandra	Alessandroni	10	12.0	alessandra	alessandroni	alessandra_alessandroni	False
17590	Anya Alessandroni	Anya	Alessandroni	4	12.0	anya	alessandroni	anya_alessandroni	False
17591	Amedeo Alessi	Amedeo	Alessi	6	6.0	amedeo	alessi	amedeo_alessi	False
17592	Christina Alessi	Christina	Alessi	9	6.0	christina	alessi	christina_alessi	False
17593	Christopher Alessi	Christopher	Alessi	11	6.0	christopher	alessi	christopher_alessi	False
17594	Enzo Alessi	Enzo	Alessi	4	6.0	enzo	alessi	enzo_alessi	False
17595	J.T. Alessi	J.T.	Alessi	4	6.0	j.t.	alessi	j.t._alessi	False
17596	Joseph Alessi	Joseph	Alessi	6	6.0	joseph	alessi	joseph_alessi	False
17597	Luigi Alessi	Luigi	Alessi	5	6.0	luigi	alessi	luigi_alessi	False
17598	Marina Alessi	Marina	Alessi	6	6.0	marina	alessi	marina_alessi	False
17599	Maryse Alessi	Maryse	Alessi	6	6.0	maryse	alessi	maryse_alessi	False
17600	Ottavio Alessi	Ottavio	Alessi	7	6.0	ottavio	alessi	ottavio_alessi	False
17601	Paul Alessi	Paul	Alessi	4	6.0	paul	alessi	paul_alessi	False
17602	Raquel Alessi	Raquel	Alessi	6	6.0	raquel	alessi	raquel_alessi	False
17603	Sande Alessi	Sande	Alessi	5	6.0	sande	alessi	sande_alessi	False
17604	Stefano Alessi	Stefano	Alessi	7	6.0	stefano	alessi	stefano_alessi	False
17605	Steve Alessi	Steve	Alessi	5	6.0	steve	alessi	steve_alessi	False
17606	Tamara Alessi	Tamara	Alessi	6	6.0	tamara	alessi	tamara_alessi	False
17607	Carlos D'Alessio	Carlos	D'Alessio	6	9.0	carlos	d'alessio	carlos_d'alessio	False
17608	Cosmo Alessio	Cosmo	Alessio	5	7.0	cosmo	alessio	cosmo_alessio	False
17609	Daniela Alessio	Daniela	Alessio	7	7.0	daniela	alessio	daniela_alessio	False
17610	Frances Alet	Frances	Alet	7	4.0	frances	alet	frances_alet	False
17611	Michele Alet	Michele	Alet	7	4.0	michele	alet	michele_alet	False
17612	Bobby Aletorre	Bobby	Aletorre	5	8.0	bobby	aletorre	bobby_aletorre	False
17613	Frank Aletter	Frank	Aletter	5	7.0	frank	aletter	frank_aletter	False
17614	Fred Aletter	Fred	Aletter	4	7.0	fred	aletter	fred_aletter	False
17615	Kyle Aletter	Kyle	Aletter	4	7.0	kyle	aletter	kyle_aletter	False
17616	Lesley Aletter	Lesley	Aletter	6	7.0	lesley	aletter	lesley_aletter	False
17617	Guido Aletti	Guido	Aletti	5	6.0	guido	aletti	guido_aletti	False
17618	Jean-Noël Aletti	Jean-Noël	Aletti	9	6.0	jean-noël	aletti	jean-noël_aletti	False
17619	Maïté Aletti	Maïté	Aletti	5	6.0	maïté	aletti	maïté_aletti	False
17620	Eduardo Aliverti	Eduardo	Aliverti	7	8.0	eduardo	aliverti	eduardo_aliverti	False
17621	Christine Alevizakis	Christine	Alevizakis	9	10.0	christine	alevizakis	christine_alevizakis	False
17622	Colin Alevras	Colin	Alevras	5	7.0	colin	alevras	colin_alevras	False
17623	Nikos Alevras	Nikos	Alevras	5	7.0	nikos	alevras	nikos_alevras	False
17624	Yuri Trusht Alevsky	Yuri	Trusht Alevsky	4	14.0	yuri	trusht alevsky	yuri_trusht alevsky	False
17625	Cicci Alewald	Cicci	Alewald	5	7.0	cicci	alewald	cicci_alewald	False
17626	Alex	Alex		4		alex			False
17627	Alex	Alex		4		alex			False
17628	Alex	Alex		4		alex			False
17629	Christian Alex	Christian	Alex	9	4.0	christian	alex	christian_alex	False
17630	Emile Alex	Emile	Alex	5	4.0	emile	alex	emile_alex	False
17631	Hildegard Alex	Hildegard	Alex	9	4.0	hildegard	alex	hildegard_alex	False
17632	Jack Alex	Jack	Alex	4	4.0	jack	alex	jack_alex	False
17633	James Alex	James	Alex	5	4.0	james	alex	james_alex	False
17634	Jennifer Alex Nickason	Jennifer	Alex Nickason	8	13.0	jennifer	alex nickason	jennifer_alex nickason	False
17635	Joe Alex	Joe	Alex	3	4.0	joe	alex	joe_alex	False
17636	Maciej Slomczynski	Maciej	Slomczynski	6	11.0	maciej	slomczynski	maciej_slomczynski	False
17637	John Alex	John	Alex	4	4.0	john	alex	john_alex	False
17638	Jon Alex	Jon	Alex	3	4.0	jon	alex	jon_alex	False
17639	Kirk Alex	Kirk	Alex	4	4.0	kirk	alex	kirk_alex	False
17640	Kosta Alex	Kosta	Alex	5	4.0	kosta	alex	kosta_alex	False
17641	Lalu Alex	Lalu	Alex	4	4.0	lalu	alex	lalu_alex	False
17642	Laura Alex	Laura	Alex	5	4.0	laura	alex	laura_alex	False
17643	Leonard Alex	Leonard	Alex	7	4.0	leonard	alex	leonard_alex	False
17644	Lori Alex	Lori	Alex	4	4.0	lori	alex	lori_alex	False
17645	Madam Alex	Madam	Alex	5	4.0	madam	alex	madam_alex	False
17646	Marilyn Alex	Marilyn	Alex	7	4.0	marilyn	alex	marilyn_alex	False
17647	Michael Alex	Michael	Alex	7	4.0	michael	alex	michael_alex	False
17648	Miriam Alex	Miriam	Alex	6	4.0	miriam	alex	miriam_alex	False
17649	Rochy Alex	Rochy	Alex	5	4.0	rochy	alex	rochy_alex	False
17650	Simone Alex	Simone	Alex	6	4.0	simone	alex	simone_alex	False
17651	David Alex-Barton	David	Alex-Barton	5	11.0	david	alex-barton	david_alex-barton	False
17652	Allison Alexa	Allison	Alexa	7	5.0	allison	alexa	allison_alexa	False
17653	G. Alexadrov	G.	Alexadrov	2	9.0	g.	alexadrov	g._alexadrov	False
17654	Fani Alexaki	Fani	Alexaki	4	7.0	fani	alexaki	fani_alexaki	False
17655	Jenny Alexaki	Jenny	Alexaki	5	7.0	jenny	alexaki	jenny_alexaki	False
17656	Art Alexakis	Art	Alexakis	3	8.0	art	alexakis	art_alexakis	False
17657	Costas Alexakis	Costas	Alexakis	6	8.0	costas	alexakis	costas_alexakis	False
17658	Vasilis Alexakis	Vasilis	Alexakis	7	8.0	vasilis	alexakis	vasilis_alexakis	False
17659	Karin Alexana	Karin	Alexana	5	7.0	karin	alexana	karin_alexana	False
17660	Carla Alexandar	Carla	Alexandar	5	9.0	carla	alexandar	carla_alexandar	False
17661	Haruki Shiozawa	Haruki	Shiozawa	6	8.0	haruki	shiozawa	haruki_shiozawa	False
17662	Alexander Veith	Alexander	Veith	9	5.0	alexander	veith	alexander_veith	False
17663	Alexander	Alexander		9		alexander			False
17664	Alan Alexander III	Alan	Alexander III	4	13.0	alan	alexander iii	alan_alexander iii	False
17665	A. Alexander	A.	Alexander	2	9.0	a.	alexander	a._alexander	False
17666	A.L. Alexander	A.L.	Alexander	4	9.0	a.l.	alexander	a.l._alexander	False
17667	Aaron Alexander	Aaron	Alexander	5	9.0	aaron	alexander	aaron_alexander	False
17668	Adam Alexander	Adam	Alexander	4	9.0	adam	alexander	adam_alexander	False
17669	Adriana Alexander	Adriana	Alexander	7	9.0	adriana	alexander	adriana_alexander	False
17670	Adrianne Alexander	Adrianne	Alexander	8	9.0	adrianne	alexander	adrianne_alexander	False
17671	Adrienne Alexander	Adrienne	Alexander	8	9.0	adrienne	alexander	adrienne_alexander	False
17672	Alex Alexander	Alex	Alexander	4	9.0	alex	alexander	alex_alexander	False
17673	Alex Alexander	Alex	Alexander	4	9.0	alex	alexander	alex_alexander	False
17674	Alexander Alexander	Alexander	Alexander	9	9.0	alexander	alexander	alexander_alexander	False
17675	Alexis Alexander	Alexis	Alexander	6	9.0	alexis	alexander	alexis_alexander	False
17676	Alexis Alexander	Alexis	Alexander	6	9.0	alexis	alexander	alexis_alexander	False
17677	Alfred Alexander	Alfred	Alexander	6	9.0	alfred	alexander	alfred_alexander	False
17678	Alicia Alexander	Alicia	Alexander	6	9.0	alicia	alexander	alicia_alexander	False
17679	Alisa Alexander	Alisa	Alexander	5	9.0	alisa	alexander	alisa_alexander	False
17680	Alphonso Alexander	Alphonso	Alexander	8	9.0	alphonso	alexander	alphonso_alexander	False
17681	Amanda Alexander	Amanda	Alexander	6	9.0	amanda	alexander	amanda_alexander	False
17682	Amy Alexander	Amy	Alexander	3	9.0	amy	alexander	amy_alexander	False
17683	Anastasia Alexander	Anastasia	Alexander	9	9.0	anastasia	alexander	anastasia_alexander	False
17684	Andrew Alexander	Andrew	Alexander	6	9.0	andrew	alexander	andrew_alexander	False
17685	Andrew Alexander	Andrew	Alexander	6	9.0	andrew	alexander	andrew_alexander	False
17686	Angela Alexander	Angela	Alexander	6	9.0	angela	alexander	angela_alexander	False
17687	Anne Alexander	Anne	Alexander	4	9.0	anne	alexander	anne_alexander	False
17688	Anne Alexander Sieder	Anne	Alexander Sieder	4	16.0	anne	alexander sieder	anne_alexander sieder	False
17689	Anne Alexander	Anne	Alexander	4	9.0	anne	alexander	anne_alexander	False
17690	Annette Alexander	Annette	Alexander	7	9.0	annette	alexander	annette_alexander	False
17691	Anthony Alexander	Anthony	Alexander	7	9.0	anthony	alexander	anthony_alexander	False
17692	Anthony Jerome Alexander	Anthony	Jerome Alexander	7	16.0	anthony	jerome alexander	anthony_jerome alexander	False
17693	Anton Alexander	Anton	Alexander	5	9.0	anton	alexander	anton_alexander	False
17694	April Michelle Alexander	April	Michelle Alexander	5	18.0	april	michelle alexander	april_michelle alexander	False
17695	Arlene Alexander	Arlene	Alexander	6	9.0	arlene	alexander	arlene_alexander	False
17696	Arno Alexander	Arno	Alexander	4	9.0	arno	alexander	arno_alexander	False
17697	Arthur Alexander	Arthur	Alexander	6	9.0	arthur	alexander	arthur_alexander	False
17698	Arthur Alexander	Arthur	Alexander	6	9.0	arthur	alexander	arthur_alexander	False
17699	Aspasia Alexander	Aspasia	Alexander	7	9.0	aspasia	alexander	aspasia_alexander	False
17700	Athena Alexander	Athena	Alexander	6	9.0	athena	alexander	athena_alexander	False
17701	B. David Alexander	B.	David Alexander	2	15.0	b.	david alexander	b._david alexander	False
17702	B.J. Alexander	B.J.	Alexander	4	9.0	b.j.	alexander	b.j._alexander	False
17703	Barbara Alexander	Barbara	Alexander	7	9.0	barbara	alexander	barbara_alexander	False
17704	Barbara Alexander	Barbara	Alexander	7	9.0	barbara	alexander	barbara_alexander	False
17705	Barbara Niven	Barbara	Niven	7	5.0	barbara	niven	barbara_niven	False
17706	Beaumont Alexander	Beaumont	Alexander	8	9.0	beaumont	alexander	beaumont_alexander	False
17707	Ben Alexander	Ben	Alexander	3	9.0	ben	alexander	ben_alexander	True
17708	Ben Alexander	Ben	Alexander	3	9.0	ben	alexander	ben_alexander	True
17709	Benjamin Alexander	Benjamin	Alexander	8	9.0	benjamin	alexander	benjamin_alexander	False
17710	Bernard Alexander	Bernard	Alexander	7	9.0	bernard	alexander	bernard_alexander	False
17711	Beth Alexander	Beth	Alexander	4	9.0	beth	alexander	beth_alexander	False
17712	Betty Alexander	Betty	Alexander	5	9.0	betty	alexander	betty_alexander	False
17713	Bevin Alexander	Bevin	Alexander	5	9.0	bevin	alexander	bevin_alexander	False
17714	Bill Alexander	Bill	Alexander	4	9.0	bill	alexander	bill_alexander	False
17715	Bill Alexander	Bill	Alexander	4	9.0	bill	alexander	bill_alexander	False
17716	Bob Alexander	Bob	Alexander	3	9.0	bob	alexander	bob_alexander	False
17717	Bob Alexander	Bob	Alexander	3	9.0	bob	alexander	bob_alexander	False
17718	Brad Alexander	Brad	Alexander	4	9.0	brad	alexander	brad_alexander	False
17719	W.B. Alexander	W.B.	Alexander	4	9.0	w.b.	alexander	w.b._alexander	False
17720	Brandy Alexander	Brandy	Alexander	6	9.0	brandy	alexander	brandy_alexander	False
17721	Bret Alexander	Bret	Alexander	4	9.0	bret	alexander	bret_alexander	False
17722	Brett Alexander	Brett	Alexander	5	9.0	brett	alexander	brett_alexander	False
17723	Brian Alexander	Brian	Alexander	5	9.0	brian	alexander	brian_alexander	False
17724	Brian Alexander	Brian	Alexander	5	9.0	brian	alexander	brian_alexander	False
17725	Brian A. Alexander	Brian	A. Alexander	5	12.0	brian	a. alexander	brian_a. alexander	False
